time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
67.144000,-2.6742,-1.5277,-4.0105,5.057
67.159000,-3.4703,-2.2456,-4.3852,6.026
67.172000,-5.5953,-4.0573,-5.5134,8.841
67.198000,-5.9287,-5.2776,-6.5408,10.285
67.213000,-4.6936,-5.3264,-6.9234,9.916
67.234000,-0.2399,-4.9616,-6.6960,8.337
67.257000,4.3091,-2.6130,-4.5887,6.816
67.270000,5.7725,-3.3059,-2.6623,7.165
67.276000,6.3476,-3.0804,-0.8976,7.112
67.291000,6.7748,-2.4355,1.0895,7.281
67.296000,6.4850,-1.9169,2.1545,7.097
67.312000,3.7226,-2.1214,3.9827,5.850
67.323000,2.5629,-2.4367,4.5931,5.797
67.360000,1.8784,-2.4687,4.9760,5.864
67.363000,2.0621,-2.2180,5.0808,5.915
67.364000,2.5118,-1.4911,5.0690,5.850
67.374000,2.6350,-1.1661,4.8395,5.632
67.384000,2.5772,-0.7302,4.7446,5.449
67.403000,1.6944,-0.5830,4.5303,4.872
67.416000,1.1251,-0.5014,3.7573,3.954
67.426000,1.0845,-0.2439,2.6568,2.880
67.442000,1.1161,-0.1009,1.9814,2.276
67.461000,1.2903,0.1890,0.6620,1.462
67.479000,1.2694,0.2770,0.0273,1.300
67.486000,1.1550,0.3536,-0.3960,1.271
67.489000,0.1020,0.2717,-0.9347,0.979
67.503000,-0.2131,0.2361,-0.9120,0.966
67.520000,-0.3136,0.2210,-0.9084,0.986
67.522000,-0.1910,0.2688,-0.8500,0.912
67.553000,-0.2037,0.3019,-0.7459,0.830
67.570000,-0.2822,0.3643,-0.6907,0.830
67.586000,-0.3496,0.3817,-0.6925,0.865
67.624000,-0.2520,0.2363,-0.4681,0.582
67.624000,-0.1947,0.0571,-0.1242,0.238
67.630000,-0.5707,-0.0643,0.0351,0.575
67.645000,-0.7065,-0.0610,0.0934,0.715
67.659000,-0.6875,-0.0450,-0.0623,0.692
67.687000,-0.2034,0.0320,-0.0600,0.214
67.698000,-0.0111,0.1020,-0.0649,0.121
67.711000,0.1254,0.1990,-0.1225,0.265
67.727000,-0.0574,0.2186,-0.3431,0.411
67.738000,-0.0872,0.2315,-0.4135,0.482
67.746000,-0.0844,0.1722,-0.4417,0.482
67.762000,0.0211,0.1464,-0.4222,0.447
67.776000,0.1259,0.2165,-0.3671,0.444
67.788000,0.0866,0.2443,-0.5361,0.595
67.794000,0.1184,0.3199,-0.6475,0.732
67.816000,0.0556,0.2606,-0.6974,0.747
67.832000,-0.0459,0.2170,-0.7373,0.770
67.849000,-0.0190,0.1511,-0.6489,0.667
67.862000,0.0093,0.1043,-0.4814,0.493
67.890000,0.1133,0.1444,-0.2158,0.283
67.897000,0.2646,0.1429,-0.1467,0.335
67.912000,0.2061,0.0932,-0.0724,0.237
67.920000,0.1801,0.0970,-0.0850,0.222
67.942000,0.1886,0.1571,-0.0381,0.248
67.959000,0.3797,0.2284,-0.1506,0.468
67.968000,0.4136,0.2171,-0.1140,0.481
67.982000,0.3347,0.1774,-0.0725,0.386
67.998000,0.0891,0.1775,-0.0396,0.203
68.012000,0.0216,0.2172,-0.1241,0.251
68.037000,0.0127,0.1959,-0.2414,0.311
68.044000,0.0431,0.2627,-0.3760,0.461
68.062000,0.2382,0.2738,-0.6462,0.741
68.075000,0.2295,0.2615,-0.7222,0.802
68.090000,0.1744,0.2855,-0.8052,0.872
68.101000,0.0304,0.2206,-0.7860,0.817
68.112000,-0.1708,0.1702,-0.6677,0.710
68.124000,-0.1197,0.1567,-0.5951,0.627
68.143000,-0.0330,0.1714,-0.5303,0.558
68.152000,0.1303,0.1523,-0.5156,0.553
68.167000,0.2132,0.1116,-0.4950,0.550
68.189000,0.1945,0.1058,-0.3406,0.406
68.190000,0.1639,0.1023,-0.3090,0.364
68.198000,0.1307,0.0664,-0.1926,0.242
68.209000,0.0909,-0.0127,0.0223,0.094
68.226000,0.0323,-0.0573,0.1386,0.153
68.248000,-0.1101,-0.0653,0.2283,0.262
68.262000,-0.2157,-0.0859,0.2595,0.348
68.272000,-0.0896,0.0248,0.1464,0.173
68.287000,-0.0036,0.0475,0.0161,0.050
68.307000,-0.0273,0.0489,-0.1129,0.126
68.350000,-0.1635,-0.0248,-0.0845,0.186
68.351000,-0.2528,0.0068,0.0336,0.255
68.351000,-0.2973,0.1925,0.0416,0.357
68.360000,-0.2711,0.2758,-0.0517,0.390
68.375000,-0.4716,0.2455,-0.0521,0.534
68.388000,-0.6087,0.3328,-0.0169,0.694
68.404000,-0.5572,0.5977,0.2021,0.842
68.421000,-0.6882,0.8817,0.5910,1.265
68.430000,-2.3414,1.0517,1.9453,3.221
68.456000,-5.2237,0.8331,3.7943,6.510
68.463000,-13.3851,1.0968,5.2458,14.418
68.492000,-18.1672,0.6778,5.1531,18.896
68.493000,-21.7138,-0.7091,4.0201,22.094
68.493000,-24.5250,-4.9158,1.6141,25.065
68.514000,-24.6558,-8.1911,-0.3773,25.984
68.525000,-23.0189,-11.6107,-3.2866,25.990
68.550000,-20.1642,-14.7983,-4.9232,25.492
68.560000,-13.5156,-16.8965,-4.9540,22.197
68.575000,-3.1897,-18.8524,-1.2735,19.163
68.591000,-2.8942,-19.5169,0.4335,19.735
68.615000,-3.2302,-20.8155,-0.3584,21.068
68.617000,-4.3126,-20.4375,-1.9628,20.980
68.626000,-3.6879,-19.7783,-4.7677,20.676
68.636000,-1.2101,-18.8349,-6.7060,20.030
68.654000,2.8057,-17.9954,-5.9562,19.162
68.675000,5.4236,-16.4674,-4.3799,17.882
68.700000,8.7019,-14.8310,-3.1405,17.480
68.738000,11.7761,-12.5713,-1.6907,17.308
68.739000,13.8536,-10.9172,0.9062,17.662
68.739000,13.8482,-10.1464,2.1821,17.306
68.743000,15.2177,-8.9631,3.5534,18.015
68.759000,15.0955,-7.8097,3.3991,17.333
68.766000,14.5415,-6.7756,3.2840,16.375
68.783000,13.4925,-5.5705,2.5859,14.824
68.794000,10.8404,-3.7981,1.4110,11.573
68.802000,9.0142,-2.9351,0.6631,9.503
68.818000,6.6785,-1.9642,-0.3283,6.969
68.829000,5.1303,-1.5865,-0.6875,5.414
68.848000,3.6496,-1.0511,-0.8978,3.903
68.866000,3.0509,-0.1462,-0.9518,3.199
68.879000,2.9219,0.3281,-0.7206,3.027
68.894000,2.5195,0.4768,-0.7416,2.669
68.906000,1.9630,0.7513,-0.9088,2.290
68.916000,1.8012,0.9500,-0.8266,2.198
68.926000,1.3573,0.9236,-0.7705,1.814
68.941000,1.0225,0.8578,-0.7673,1.540
68.962000,1.1015,0.8161,-0.5680,1.484
68.972000,1.2567,0.7499,-0.4947,1.545
68.990000,1.2974,0.5905,-0.3922,1.478
69.009000,1.2670,0.4393,-0.2536,1.365
69.040000,1.2658,0.3610,-0.0356,1.317
69.041000,1.1769,0.2628,0.2294,1.228
69.053000,0.8241,0.0504,0.1492,0.839
69.067000,0.5855,-0.0685,0.0105,0.590
69.078000,0.3717,-0.2307,0.2177,0.489
69.096000,0.2254,-0.1692,0.3672,0.463
69.127000,0.1988,-0.0529,0.4372,0.483
69.166000,0.0459,-0.0468,0.2127,0.223
69.167000,-0.0539,-0.1109,-0.1871,0.224
69.172000,-0.0360,-0.0307,-0.3763,0.379
69.180000,-0.0781,-0.1944,-0.1695,0.269
69.197000,-0.0845,-0.2672,0.0092,0.280
69.209000,-0.1233,-0.2976,0.0481,0.326
69.223000,0.0839,-0.1703,0.0034,0.190
69.236000,0.1834,-0.0779,0.0080,0.199
69.252000,0.1745,-0.0329,-0.0662,0.190
69.270000,0.0937,-0.0538,-0.0584,0.123
69.289000,-0.0609,-0.1284,-0.0616,0.155
69.320000,-0.0735,-0.1848,-0.1270,0.236
69.320000,0.0665,-0.2065,-0.0179,0.218
69.328000,0.1053,-0.2994,0.2678,0.415
69.339000,0.1426,-0.4304,0.4109,0.612
69.354000,0.1695,-0.5585,0.2668,0.642
69.370000,0.2446,-0.6145,0.0514,0.663
69.378000,0.5050,-0.6236,-0.3613,0.880
69.403000,0.6764,-0.6125,-0.6049,1.095
69.412000,0.9073,-0.5925,-0.7902,1.341
69.445000,1.0398,-0.4633,-0.7023,1.338
69.446000,1.2071,-0.2887,-0.4541,1.322
69.457000,1.3042,-0.1620,-0.2538,1.339
69.469000,1.2349,-0.1067,-0.1350,1.247
69.480000,0.7453,-0.1050,-0.0012,0.753
69.492000,0.4351,-0.0760,0.0238,0.442
69.509000,0.2611,0.1086,-0.0738,0.292
69.516000,0.2040,0.1761,-0.1436,0.305
69.553000,-0.0818,0.1630,-0.1282,0.223
69.582000,-0.2098,0.0892,-0.1219,0.259
69.588000,-0.2086,0.1743,-0.0904,0.286
69.592000,0.0079,0.3121,0.1443,0.344
69.602000,-0.0078,0.3341,0.3844,0.509
69.615000,-0.4431,0.1853,0.6634,0.819
69.632000,-0.4122,0.0602,0.4795,0.635
69.649000,0.0001,-0.0687,-0.0397,0.079
69.669000,0.3399,-0.1128,-0.3190,0.480
69.684000,0.9508,-0.1739,-0.6605,1.171
69.725000,1.4327,-0.3162,-0.8343,1.688
69.726000,1.7088,-0.2124,-0.6836,1.853
69.727000,1.6247,-0.2555,-0.4031,1.693
69.736000,1.3864,-0.3765,-0.2166,1.453
69.756000,1.1178,-0.3962,0.0117,1.186
69.770000,0.8675,-0.2526,0.1137,0.911
69.786000,0.7614,-0.2217,0.0565,0.795
69.802000,0.5795,-0.2855,0.0710,0.650
69.832000,0.2679,-0.2047,0.0389,0.339
69.832000,0.1476,-0.0729,0.1125,0.199
69.838000,0.1075,0.0263,0.1077,0.154
69.875000,-0.0315,0.0712,0.2063,0.221
69.877000,-0.2141,0.1253,0.2169,0.330
69.886000,-0.4871,0.0717,0.2074,0.534
69.897000,-0.7237,0.0804,0.1476,0.743
69.912000,-0.8809,0.2550,-0.0592,0.919
69.915000,-0.8871,0.3229,-0.2601,0.979
69.932000,-0.6968,0.4028,-0.6174,1.014
69.945000,-0.6343,0.4121,-0.5750,0.950
69.963000,-0.5842,0.4197,-0.4391,0.843
69.977000,-0.6399,0.3659,-0.3425,0.813
70.020000,-0.6656,0.2987,-0.2642,0.776
70.021000,-0.6758,0.2622,-0.3705,0.814
70.027000,-0.3772,0.2682,-0.4957,0.678
70.047000,-0.0645,0.2836,-0.4926,0.572
70.063000,0.2285,0.2462,-0.3734,0.502
70.078000,0.4370,0.0673,-0.0997,0.453
70.092000,0.3978,-0.0975,0.0010,0.410
70.108000,0.3705,-0.2389,0.1280,0.459
70.123000,0.2764,-0.2283,0.1351,0.383
70.128000,0.1618,-0.2231,0.0175,0.276
70.163000,0.0671,-0.1098,-0.1488,0.197
70.163000,-0.0824,-0.0210,-0.5000,0.507
70.174000,-0.1889,-0.0586,-0.6284,0.659
70.184000,-0.2221,-0.0501,-0.7331,0.768
70.197000,-0.1420,0.0492,-0.6439,0.661
70.207000,-0.1839,0.1152,-0.4830,0.530
70.217000,-0.2239,0.1524,-0.2991,0.404
70.234000,-0.2710,0.1444,-0.1440,0.339
70.239000,-0.2926,0.1639,-0.0516,0.339
70.259000,-0.2392,0.2156,-0.0202,0.323
70.273000,-0.2140,0.2857,0.0585,0.362
70.299000,-0.2215,0.3108,-0.0081,0.382
70.300000,-0.2125,0.3102,-0.0786,0.384
70.312000,-0.2291,0.2465,-0.2630,0.427
70.339000,-0.1746,0.2098,-0.3561,0.449
70.340000,-0.0083,0.2678,-0.3299,0.425
70.355000,0.2056,0.2499,-0.0154,0.324
70.372000,0.1828,0.1545,0.1773,0.298
70.387000,0.1470,0.1111,0.2713,0.328
70.393000,0.1472,0.1889,0.2934,0.379
70.410000,0.1115,0.1654,0.2696,0.335
70.421000,0.0509,0.1568,0.1921,0.253
70.462000,-0.0324,0.1217,0.0769,0.148
70.464000,-0.1020,0.1809,-0.1302,0.245
70.465000,-0.0027,0.1888,-0.2359,0.302
70.475000,0.0986,0.2143,-0.2115,0.317
70.487000,0.0305,0.1731,-0.0044,0.176
70.492000,0.0240,0.1390,0.1339,0.194
70.511000,0.0485,0.1228,0.2029,0.242
70.521000,0.0969,0.1023,0.2575,0.294
70.561000,0.1268,0.1303,0.2695,0.325
70.578000,0.1431,0.0934,0.2167,0.276
70.590000,0.1526,0.0546,0.1389,0.213
70.606000,0.1884,0.0095,0.0823,0.206
70.622000,0.1108,-0.0984,0.0515,0.157
70.636000,0.1694,-0.0790,0.0674,0.199
70.644000,0.2083,-0.1181,0.0905,0.256
70.660000,0.2316,-0.0926,0.1995,0.319
70.677000,0.2763,-0.0687,0.2305,0.366
70.688000,0.2751,-0.0770,0.2464,0.377
70.703000,0.2791,-0.0811,0.1538,0.329
70.734000,0.2275,-0.0889,0.0386,0.247
70.736000,0.2086,-0.0408,-0.0739,0.225
70.740000,0.1817,0.0136,-0.2035,0.273
70.749000,0.2006,0.0226,-0.2051,0.288
70.762000,0.2054,0.0168,-0.1675,0.266
70.778000,0.1986,-0.0170,-0.1304,0.238
70.796000,0.1624,-0.0312,-0.1519,0.225
70.800000,0.1642,-0.0242,-0.1706,0.238
70.812000,0.2041,0.0230,-0.1684,0.266
70.830000,0.2417,0.0130,-0.2042,0.317
70.872000,0.2261,0.0468,-0.2016,0.307
70.873000,0.2413,0.0500,-0.2182,0.329
70.873000,0.2585,0.0314,-0.2155,0.338
70.881000,0.1762,-0.0442,-0.1345,0.226
70.895000,0.1932,-0.0325,-0.0654,0.207
70.910000,0.2228,-0.0240,-0.1024,0.246
70.918000,0.2400,-0.0223,-0.1877,0.305
70.930000,0.1752,-0.0079,-0.3196,0.365
70.956000,0.1174,0.0086,-0.2710,0.295
70.965000,0.2046,0.0378,-0.2750,0.345
70.981000,0.2807,0.0690,-0.2522,0.384
70.990000,0.1710,-0.0186,-0.2358,0.292
71.000000,0.1329,-0.0304,-0.1525,0.205
71.016000,0.1594,-0.0088,-0.1079,0.193
71.030000,0.1933,0.0155,-0.1042,0.220
71.055000,0.1668,0.0515,-0.1304,0.218
71.074000,0.1913,0.0274,-0.2186,0.292
71.090000,0.2155,0.0040,-0.2500,0.330
71.119000,0.2605,0.0383,-0.2024,0.332
71.120000,0.2458,0.0445,-0.1291,0.281
71.129000,0.1373,-0.0324,0.0639,0.155
71.142000,0.1536,-0.0171,0.1335,0.204
71.155000,0.1389,-0.0591,0.1644,0.223
71.173000,0.1071,-0.0742,0.1565,0.204
71.177000,0.0865,-0.0722,0.0947,0.147
71.190000,0.0912,-0.0266,-0.0060,0.095
71.204000,0.1398,0.0333,-0.1147,0.184
71.222000,0.1965,0.0856,-0.2132,0.302
71.230000,0.1767,0.0766,-0.2132,0.287
71.257000,0.1593,0.0950,-0.1262,0.224
71.261000,0.1381,0.0987,-0.0615,0.181
71.299000,0.1418,0.0965,0.0235,0.173
71.300000,0.1491,0.0616,0.0602,0.172
71.307000,0.1455,0.0572,0.0284,0.159
71.323000,0.1731,0.0901,0.0271,0.197
71.338000,0.2359,0.1575,-0.0930,0.299
71.353000,0.1780,0.1983,-0.1449,0.303
71.370000,0.0495,0.2030,-0.2375,0.316
71.388000,-0.0374,0.1570,-0.2713,0.316
71.392000,-0.1624,0.1038,-0.2597,0.323
71.426000,-0.2102,0.0781,-0.1552,0.273
71.428000,-0.1791,0.1190,-0.0481,0.220
71.429000,-0.1409,0.0482,0.0270,0.151
71.440000,-0.0804,0.0249,0.0496,0.098
71.458000,-0.0258,0.0444,0.1006,0.113
71.470000,0.0024,0.0389,0.1296,0.135
71.476000,-0.0322,0.0164,0.1929,0.196
71.492000,-0.0704,-0.0101,0.2792,0.288
71.504000,-0.0629,0.0046,0.2414,0.250
71.533000,-0.0286,-0.0193,0.1647,0.168
71.533000,0.0551,-0.0155,0.0154,0.059
71.561000,0.1303,-0.0053,-0.1601,0.206
71.578000,0.1804,0.0008,-0.2436,0.303
71.590000,0.2203,-0.0115,-0.3498,0.414
71.604000,0.2504,0.0051,-0.4059,0.477
71.618000,0.2802,0.0029,-0.2968,0.408
71.628000,0.2131,-0.0195,-0.1022,0.237
71.646000,0.1756,-0.0212,-0.0710,0.191
71.654000,0.1532,0.0217,-0.0511,0.163
71.673000,0.1198,0.0560,-0.1291,0.185
71.679000,0.0945,0.0438,-0.1942,0.220
71.695000,0.1172,0.0233,-0.1932,0.227
71.711000,0.1405,-0.0159,-0.1611,0.214
71.720000,0.2207,-0.0835,0.0015,0.236
71.730000,0.2314,-0.1218,0.1096,0.284
71.741000,0.2519,-0.1308,0.2196,0.359
71.758000,0.3124,-0.0816,0.3579,0.482
71.771000,0.3063,-0.0831,0.3692,0.487
71.781000,0.2915,-0.0962,0.3452,0.462
71.798000,0.2617,-0.1135,0.2654,0.390
71.828000,0.2718,-0.1125,0.1791,0.344
71.829000,0.4064,-0.0500,-0.0057,0.410
71.850000,0.4989,0.0355,-0.0698,0.505
71.868000,0.4908,0.0856,-0.0643,0.502
71.888000,0.4013,0.0508,-0.0737,0.411
71.896000,0.2153,0.0250,-0.1241,0.250
71.918000,0.1316,0.0763,-0.2731,0.313
71.928000,0.1459,0.1173,-0.3003,0.354
71.958000,0.1571,0.1092,-0.2659,0.328
71.959000,0.1302,0.1523,-0.0892,0.219
71.959000,-0.0115,0.0535,0.0891,0.105
71.970000,-0.0498,0.0394,0.1860,0.197
71.984000,-0.0508,0.0473,0.2004,0.212
71.994000,0.0595,0.0496,0.2379,0.250
72.005000,0.1089,0.0338,0.2376,0.264
72.019000,0.1201,0.0172,0.2765,0.302
72.028000,0.1040,-0.0396,0.3134,0.333
72.037000,0.0739,-0.0360,0.3090,0.320
72.060000,0.0816,-0.0264,0.3027,0.315
72.076000,0.0831,0.0047,0.2604,0.273
72.105000,0.0679,0.0230,0.1937,0.207
72.106000,0.0797,0.0431,0.1463,0.172
72.112000,0.0375,0.0884,0.0828,0.127
72.126000,0.0563,0.1125,0.0189,0.127
72.139000,0.0496,0.0728,-0.1150,0.145
72.155000,0.0729,0.0717,-0.1888,0.215
72.171000,0.0818,0.0565,-0.2408,0.261
72.180000,0.0489,0.0045,-0.2659,0.270
72.192000,0.0881,0.0261,-0.1846,0.206
72.207000,-0.0024,0.0301,-0.0842,0.089
72.210000,-0.0167,0.0260,-0.0152,0.034
72.245000,-0.0107,0.0020,0.0244,0.027
72.246000,0.0318,-0.0199,-0.0646,0.075
72.255000,0.0267,-0.0330,-0.1338,0.140
72.272000,0.0420,-0.0371,-0.2021,0.210
72.282000,0.1338,0.0385,-0.1916,0.237
72.294000,0.0871,0.0465,-0.1518,0.181
72.312000,0.0344,-0.0166,-0.0246,0.045
72.320000,0.1083,0.0195,0.0396,0.117
72.331000,0.1113,-0.0114,0.0662,0.130
72.344000,0.0666,-0.0041,0.0921,0.114
72.363000,0.0338,-0.0076,0.0465,0.058
72.370000,0.0843,0.0112,0.0056,0.085
72.385000,0.1270,0.0390,0.0204,0.134
72.400000,0.1291,0.0774,-0.0909,0.176
72.413000,0.1613,0.0856,-0.0541,0.190
72.418000,0.1728,0.0847,-0.0850,0.210
72.429000,0.1947,0.1128,-0.0081,0.225
72.438000,0.1579,0.1311,0.0874,0.223
72.454000,0.1325,0.0900,0.1215,0.201
72.470000,0.1384,0.0768,0.1460,0.215
72.481000,0.1497,0.0663,0.1444,0.218
72.510000,0.1917,0.0549,0.1128,0.229
72.512000,0.2518,0.0638,0.0836,0.273
72.518000,0.2831,0.0422,0.0375,0.289
72.534000,0.3139,0.0408,0.0006,0.317
72.559000,0.3489,0.0450,0.0088,0.352
72.571000,0.3528,0.0314,0.0338,0.356
72.579000,0.3058,0.0100,0.0649,0.313
72.600000,0.3258,-0.0084,0.0430,0.329
72.612000,0.3411,-0.0034,-0.0208,0.342
72.630000,0.3189,0.0104,0.0214,0.320
72.661000,0.2531,0.0007,-0.0139,0.253
72.662000,0.2322,0.0237,0.0175,0.234
72.667000,0.1833,-0.0129,-0.0004,0.184
72.681000,0.1428,-0.1072,-0.0392,0.183
72.684000,0.3165,-0.1216,-0.3944,0.520
72.708000,0.4544,0.2654,0.0846,0.533
72.724000,0.3555,0.1168,0.2909,0.474
72.732000,0.0524,-0.2213,0.2926,0.371
72.744000,0.0660,-0.1722,0.2943,0.347
72.750000,0.2705,-0.0895,0.0974,0.301
72.769000,0.3465,-0.1316,-0.1038,0.385
72.782000,0.3840,-0.1155,-0.1666,0.434
72.811000,0.3519,-0.1276,-0.1341,0.398
72.812000,0.1991,-0.1963,-0.0629,0.287
72.813000,0.1653,-0.2260,0.0239,0.281
72.830000,0.1896,-0.2903,0.0384,0.349
72.838000,0.2618,-0.3083,-0.0445,0.407
72.857000,0.3747,-0.3089,-0.1273,0.502
72.864000,0.4769,-0.2875,-0.1430,0.575
72.882000,0.5403,-0.2821,-0.0932,0.617
72.895000,0.5549,-0.2784,-0.0501,0.623
72.908000,0.4597,-0.3110,-0.1072,0.565
72.941000,0.4235,-0.3494,-0.1962,0.583
72.941000,0.5959,-0.2822,-0.3042,0.726
72.952000,0.7291,-0.2334,-0.2685,0.811
72.960000,0.7786,-0.1957,-0.1486,0.816
72.974000,0.6989,-0.2064,0.1213,0.739
72.987000,0.5141,-0.2036,0.2402,0.603
73.002000,0.4361,-0.1806,0.2339,0.527
73.018000,0.5109,-0.1665,0.1652,0.562
73.040000,0.5778,-0.0790,0.0644,0.587
73.053000,0.6491,-0.0716,-0.0133,0.653
73.086000,0.5975,-0.0068,0.0486,0.600
73.086000,0.3725,0.0177,0.0710,0.380
73.092000,0.2255,0.1065,0.1119,0.273
73.107000,0.1677,0.1760,0.2027,0.317
73.112000,0.0769,0.2324,0.2574,0.355
73.122000,-0.0299,0.1613,0.1526,0.224
73.130000,-0.1027,0.1165,0.0515,0.164
73.140000,-0.1034,0.0658,-0.0002,0.123
73.154000,-0.0488,0.0439,0.0636,0.091
73.169000,-0.0351,0.0797,0.1009,0.133
73.178000,-0.0230,0.0471,0.0636,0.082
73.193000,-0.0520,0.0231,0.0186,0.060
73.203000,-0.0940,0.0053,-0.0463,0.105
73.245000,-0.1384,0.0179,-0.0989,0.171
73.246000,-0.0571,-0.0026,-0.1415,0.153
73.251000,0.0260,0.0166,-0.2290,0.231
73.256000,0.0154,0.0716,-0.1494,0.166
73.266000,-0.0490,0.0411,-0.1118,0.129
73.281000,-0.0233,0.0384,-0.0111,0.046
73.309000,-0.0185,0.0019,0.0561,0.059
73.316000,-0.0239,0.0090,0.1212,0.124
73.320000,0.0293,-0.0062,0.1090,0.113
73.342000,0.0141,-0.0405,0.0968,0.106
73.352000,0.0075,-0.0513,0.0653,0.083
73.363000,0.0316,-0.0679,0.0250,0.079
73.379000,-0.0339,-0.0775,-0.0262,0.089
73.390000,-0.1092,-0.1161,-0.1264,0.203
73.398000,-0.2700,-0.0516,-0.2754,0.389
73.406000,-0.3740,-0.0548,-0.3957,0.547
73.414000,-0.4745,-0.0461,-0.4879,0.682
73.430000,-0.4284,-0.0105,-0.4512,0.622
73.436000,-0.3836,0.0069,-0.3710,0.534
73.452000,-0.3389,-0.0214,-0.3319,0.475
73.466000,-0.2680,-0.0532,-0.2567,0.375
73.471000,-0.2483,-0.0382,-0.2086,0.327
73.501000,-0.2246,-0.0551,-0.1946,0.302
73.502000,-0.1183,-0.0883,-0.1686,0.224
73.502000,0.0161,-0.0459,-0.1108,0.121
73.517000,0.1250,-0.0200,-0.0787,0.149
73.529000,0.1419,-0.0259,-0.0736,0.162
73.559000,0.1778,-0.0468,-0.1243,0.222
73.578000,0.2060,-0.0729,-0.1555,0.268
73.595000,0.2334,-0.0074,-0.0329,0.236
73.612000,0.2014,-0.0213,0.1234,0.237
73.616000,0.0944,-0.0524,0.1199,0.161
73.645000,0.1353,-0.0472,0.1404,0.201
73.645000,0.1775,0.0385,0.3158,0.364
73.652000,0.2029,0.0739,0.3688,0.427
73.669000,0.2236,0.0776,0.3317,0.407
73.687000,0.1632,0.0699,0.3365,0.380
73.699000,0.1149,0.0433,0.2880,0.313
73.712000,0.0653,0.0544,0.1133,0.142
73.728000,0.1706,0.0771,0.0588,0.196
73.747000,0.2163,0.1752,0.0669,0.286
73.752000,0.1745,0.1228,0.1415,0.256
73.788000,0.1016,0.0976,0.2725,0.307
73.789000,-0.1729,0.0438,0.1405,0.227
73.789000,-0.1986,0.0645,0.0512,0.215
73.801000,-0.1371,0.1139,-0.0178,0.179
73.811000,-0.1325,0.1475,-0.0083,0.198
73.826000,-0.1483,0.1497,0.0112,0.211
73.842000,-0.3306,0.0934,0.0896,0.355
73.857000,-0.4039,0.0867,-0.0051,0.413
73.864000,-0.4884,0.0705,-0.1279,0.510
73.880000,-0.4615,0.0529,-0.3076,0.557
73.892000,-0.4394,0.0678,-0.3720,0.580
73.931000,-0.3469,0.0446,-0.3338,0.483
73.932000,-0.2584,0.0337,-0.2129,0.337
73.932000,-0.1837,0.0039,-0.0844,0.202
73.933000,-0.1847,-0.0158,0.1017,0.211
73.946000,-0.1743,-0.0159,0.1694,0.244
73.957000,-0.1399,-0.0359,0.1951,0.243
73.968000,-0.1697,-0.0366,0.2154,0.277
73.982000,-0.1410,0.0018,0.2136,0.256
73.994000,-0.1501,0.0690,0.2390,0.291
74.002000,-0.2712,0.0770,0.2384,0.369
74.021000,-0.3013,0.1119,0.2340,0.398
74.029000,-0.4603,0.1189,0.0416,0.477
74.039000,-0.5434,0.1547,-0.0768,0.570
74.069000,-0.5721,0.1698,-0.2212,0.636
74.073000,-0.5540,0.1754,-0.3655,0.686
74.080000,-0.5395,0.1826,-0.3669,0.678
74.092000,-0.5939,0.2116,-0.2973,0.697
74.109000,-0.6588,0.2114,-0.1917,0.718
74.123000,-0.6744,0.2027,-0.1208,0.714
74.128000,-0.6209,0.2036,-0.1060,0.662
74.139000,-0.5347,0.2245,-0.0632,0.583
74.158000,-0.3307,0.2773,0.0455,0.434
74.179000,-0.2677,0.2603,0.0915,0.384
74.190000,-0.2152,0.2432,0.1381,0.353
74.213000,-0.2276,0.1857,0.1615,0.335
74.219000,-0.1715,0.1690,0.1675,0.293
74.226000,-0.1211,0.1309,0.2112,0.276
74.240000,-0.1357,0.1613,0.2467,0.324
74.253000,-0.1247,0.1418,0.2168,0.288
74.269000,-0.1690,0.1216,0.2107,0.296
74.283000,-0.1908,0.1693,0.1885,0.317
74.285000,-0.1820,0.1390,0.1346,0.266
74.302000,-0.1518,0.1264,0.1398,0.242
74.319000,-0.1082,0.1438,0.1512,0.235
74.334000,-0.0925,0.1608,0.1949,0.269
74.338000,-0.1050,0.1382,0.1720,0.244
74.374000,-0.0631,0.1360,0.1159,0.190
74.376000,-0.0431,0.1790,0.1298,0.225
74.382000,-0.0961,0.1838,0.0804,0.222
74.393000,-0.1493,0.2005,0.0683,0.259
74.400000,-0.2055,0.2435,0.1053,0.336
74.412000,-0.2522,0.2492,0.1704,0.393
74.429000,-0.3068,0.2346,0.2206,0.445
74.436000,-0.2843,0.2219,0.1703,0.399
74.454000,-0.3283,0.1890,0.1444,0.405
74.476000,-0.4009,0.1239,0.1566,0.448
74.483000,-0.3743,0.1179,0.2080,0.444
74.501000,-0.3924,0.1349,0.2267,0.473
74.513000,-0.3878,0.1412,0.3104,0.516
74.516000,-0.4345,0.0890,0.3044,0.538
74.529000,-0.3762,0.1245,0.3791,0.548
74.556000,-0.3310,0.1458,0.4559,0.582
74.566000,-0.3263,0.1028,0.4625,0.575
74.574000,-0.2551,0.0309,0.4464,0.515
74.592000,-0.1151,0.0237,0.4674,0.482
74.600000,0.0040,0.1073,0.4422,0.455
74.619000,0.0956,0.1129,0.4936,0.515
74.628000,0.2234,0.1223,0.6432,0.692
74.636000,0.3669,0.1081,0.6717,0.773
74.651000,0.6280,0.1782,0.7589,1.001
74.667000,1.3703,0.2016,0.6640,1.536
74.676000,1.8163,0.0974,0.8059,1.989
