time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
36.914000,0.2512,-0.0455,0.0117,0.256
36.932000,0.2773,-0.0680,-0.0841,0.298
36.940000,0.3218,-0.0740,-0.1191,0.351
36.953000,0.3478,-0.0935,-0.1631,0.395
36.972000,0.2943,-0.1422,-0.2423,0.407
37.000000,0.2708,-0.2165,-0.3686,0.506
37.001000,0.2340,-0.2316,-0.4043,0.521
37.007000,0.2284,-0.2283,-0.4375,0.544
37.018000,0.2300,-0.2170,-0.4323,0.536
37.026000,0.3091,-0.1585,-0.3802,0.515
37.044000,0.3570,-0.1229,-0.3586,0.521
37.058000,0.3195,-0.1093,-0.2399,0.414
37.073000,0.2763,-0.0926,-0.1448,0.325
37.088000,0.2496,-0.0906,-0.0100,0.266
37.101000,0.2566,-0.1322,0.1135,0.310
37.112000,0.2763,-0.1375,0.1317,0.336
37.130000,0.3920,-0.1467,0.1167,0.435
37.142000,0.3958,-0.1104,0.1351,0.433
37.156000,0.3574,-0.1031,0.1457,0.399
37.172000,0.2759,-0.1769,0.2388,0.406
37.187000,0.1712,-0.1738,0.2692,0.363
37.196000,0.1502,-0.1669,0.2620,0.345
37.212000,0.1321,-0.1317,0.3123,0.364
37.231000,0.1384,-0.1329,0.3069,0.362
37.238000,0.1038,-0.1332,0.2730,0.321
37.257000,0.0610,-0.1203,0.2237,0.261
37.267000,0.0366,-0.0960,0.2997,0.317
37.276000,0.0129,-0.0942,0.2808,0.296
37.302000,-0.0632,-0.1013,0.2246,0.254
37.303000,-0.0119,-0.0916,0.1696,0.193
37.311000,0.1507,-0.0197,0.0366,0.156
37.322000,0.1088,0.0205,0.0431,0.119
37.337000,-0.0100,0.0651,0.1041,0.123
37.352000,-0.0876,0.1015,0.2025,0.243
37.360000,-0.1296,0.0717,0.3043,0.338
37.368000,-0.1625,0.0678,0.3924,0.430
37.380000,-0.1819,0.1027,0.3609,0.417
37.388000,-0.2651,0.0870,0.3666,0.461
37.400000,-0.2858,0.0892,0.3026,0.426
37.432000,-0.2951,0.1138,0.2350,0.394
37.433000,-0.3266,0.1681,0.2351,0.436
37.436000,-0.3750,0.2404,0.2442,0.508
37.453000,-0.5496,0.3200,0.2274,0.675
37.468000,-0.6617,0.3445,0.2324,0.781
37.481000,-0.6870,0.4921,-0.5918,1.032
37.495000,-0.7260,0.3299,-0.3892,0.887
37.502000,-0.5937,0.2243,0.0081,0.635
37.522000,-0.4838,0.3313,0.9614,1.126
37.531000,-0.4589,0.4848,1.1136,1.298
37.537000,-0.5321,0.5159,1.0181,1.259
37.567000,-0.5278,0.4489,0.9198,1.152
37.579000,-0.4189,0.3224,0.6575,0.844
37.595000,-0.2595,0.2280,0.4843,0.595
37.613000,-0.1071,0.1623,0.3569,0.406
37.622000,0.0872,0.1064,-0.3168,0.345
37.641000,0.1366,0.0415,-0.4954,0.516
37.650000,0.2449,-0.0122,-0.5497,0.602
37.664000,0.3169,-0.0497,-0.4403,0.545
37.675000,0.3886,-0.1120,-0.2923,0.499
37.684000,0.4386,-0.1278,-0.1756,0.489
37.702000,0.4674,-0.1154,-0.0112,0.482
37.713000,0.4722,-0.1786,0.1924,0.540
37.724000,0.4705,-0.1945,0.2676,0.575
37.738000,0.4701,-0.2612,0.3135,0.622
37.744000,0.4804,-0.2368,0.3617,0.646
37.761000,0.4863,-0.2704,0.3335,0.649
37.773000,0.4904,-0.2664,0.2565,0.614
37.792000,0.4656,-0.2529,0.1453,0.549
37.800000,0.4789,-0.2634,0.0606,0.550
37.809000,0.4072,-0.2552,-0.0057,0.481
37.828000,0.2642,-0.2207,-0.0400,0.347
37.832000,0.2275,-0.1828,-0.0455,0.295
37.842000,0.2486,-0.2001,-0.0616,0.325
37.858000,0.2971,-0.1945,-0.0484,0.358
37.868000,0.3486,-0.2069,-0.0473,0.408
37.878000,0.2944,-0.2287,0.0015,0.373
37.891000,0.2821,-0.2314,0.0884,0.375
37.907000,0.2450,-0.1759,0.2085,0.367
37.916000,0.1689,-0.1489,0.2829,0.362
37.931000,0.1240,-0.1234,0.3078,0.354
37.946000,0.0662,-0.1010,0.3160,0.338
37.953000,0.0285,-0.0878,0.3139,0.327
37.970000,0.0430,-0.0588,0.2678,0.278
37.990000,0.0834,0.0087,0.2924,0.304
37.996000,0.0879,0.0184,0.2659,0.281
38.016000,0.0350,0.0481,0.2580,0.265
38.026000,0.0309,0.0875,0.2307,0.249
38.044000,-0.0559,0.0883,0.2395,0.261
38.061000,-0.0716,0.1005,0.3248,0.347
38.071000,-0.0611,0.1604,0.3338,0.375
38.091000,-0.1013,0.1500,0.3738,0.415
38.120000,-0.1415,0.0905,0.3844,0.419
38.120000,-0.1164,0.1070,0.3094,0.347
38.120000,-0.0785,0.1340,0.3110,0.348
38.130000,-0.1686,0.1288,0.2356,0.317
38.150000,-0.1043,0.1672,0.1046,0.223
38.160000,-0.0903,0.1815,0.1293,0.240
38.176000,-0.1318,0.1181,0.2303,0.290
38.185000,-0.1502,0.0967,0.2304,0.292
38.198000,-0.1469,0.1017,0.2010,0.269
38.208000,-0.1263,0.1173,0.1726,0.244
38.219000,-0.0972,0.1026,0.1355,0.196
38.237000,-0.0781,0.0960,0.0696,0.142
38.241000,-0.0703,0.0940,0.0028,0.117
38.259000,-0.0350,0.1018,-0.0040,0.108
38.269000,0.0140,0.1022,0.0207,0.105
38.286000,-0.0183,0.0764,0.0066,0.079
38.290000,-0.0433,0.0593,-0.0011,0.073
38.301000,-0.0636,0.0859,-0.0766,0.131
38.318000,-0.0270,0.0995,-0.0892,0.136
38.326000,0.0039,0.0853,-0.2072,0.224
38.341000,0.0393,0.1178,-0.2802,0.306
38.357000,0.1248,0.1154,-0.3396,0.380
38.370000,0.1257,0.1116,-0.4274,0.459
38.395000,0.0170,0.0726,-0.4098,0.417
38.396000,0.1230,-0.0361,-0.3374,0.361
38.402000,0.1615,-0.0185,-0.2853,0.328
38.415000,0.4597,-0.0354,-0.2363,0.518
38.424000,0.4881,-0.0550,-0.0863,0.499
38.433000,0.5192,-0.1101,0.0657,0.535
38.443000,0.4055,-0.1966,0.0267,0.451
38.456000,0.2189,-0.2543,-0.2264,0.405
38.468000,0.1042,-0.2119,-0.3846,0.451
38.480000,0.0672,-0.1825,-0.3858,0.432
38.500000,0.1013,-0.0225,-0.2993,0.317
38.511000,0.3395,-0.0633,-0.0366,0.347
38.520000,0.2671,-0.1563,-0.1882,0.362
38.553000,-0.0709,-0.0868,-0.1656,0.200
38.566000,-0.2860,-0.0037,0.2814,0.401
38.587000,-0.2694,0.1305,1.4898,1.520
38.605000,-0.0495,0.5179,-0.4457,0.685
38.616000,-0.3314,0.4609,-0.8073,0.987
38.628000,-0.1766,0.4376,-0.3755,0.603
38.640000,0.2176,0.5239,1.1807,1.310
38.654000,0.6739,0.4653,1.7042,1.891
38.675000,0.7213,0.1387,1.4981,1.668
38.682000,0.7660,-0.3356,1.3523,1.590
38.700000,0.5989,-0.5801,2.0671,2.229
38.712000,0.2940,-0.6975,2.6645,2.770
38.718000,-1.3282,-0.5640,4.1375,4.382
38.732000,-2.4184,-0.4088,3.1273,3.974
38.752000,-2.7790,-0.4739,2.2103,3.582
38.766000,-2.9005,-0.7545,1.5413,3.370
38.772000,-2.8180,-1.0131,1.0482,3.173
38.786000,-2.5221,-1.1885,1.1689,3.023
38.798000,-2.2688,-1.2129,0.4792,2.617
38.822000,-1.7570,-1.1671,-0.6549,2.209
38.828000,-1.2428,-1.1512,-1.7771,2.455
38.840000,-0.2111,-0.7871,-2.6870,2.808
38.856000,0.7944,-0.1990,-2.9087,3.022
38.867000,1.8244,0.3725,-2.5200,3.133
38.872000,2.4140,0.9882,-1.1463,2.849
38.881000,3.1516,1.6363,0.1157,3.553
38.892000,3.9734,2.3123,1.2278,4.758
38.908000,6.1474,3.4468,0.8106,7.094
38.914000,3.7308,2.0662,3.7395,5.672
38.930000,2.4037,1.4720,3.8439,4.767
38.942000,0.3894,1.2382,5.9616,6.101
38.967000,-0.4952,1.0625,6.6534,6.756
38.968000,-1.6176,0.7602,7.0744,7.297
38.973000,-1.9671,0.4949,7.0028,7.291
38.993000,-1.4366,0.4904,6.7511,6.920
39.003000,0.0559,0.8370,6.8386,6.890
39.018000,0.8928,0.4969,7.1437,7.216
39.030000,0.5492,0.0809,6.7696,6.792
39.049000,0.0846,-0.4218,6.0670,6.082
39.059000,-0.7233,-1.2484,5.2960,5.489
39.083000,0.1597,-2.1304,5.2551,5.673
39.095000,1.1601,-2.9231,5.4402,6.284
39.102000,1.9562,-3.5191,5.4329,6.762
39.111000,2.8096,-4.0342,5.1207,7.099
39.122000,3.8190,-4.4852,4.6388,7.498
39.140000,5.3860,-5.5069,3.6104,8.507
39.154000,6.6615,-6.2062,2.9498,9.570
39.169000,7.7094,-6.2929,1.9349,10.138
39.192000,8.3117,-6.2648,0.6452,10.428
39.196000,8.3033,-5.4743,-1.2813,10.028
39.223000,8.1806,-4.7813,-2.2546,9.740
39.225000,6.5131,-4.2892,-2.4107,8.163
39.238000,6.0174,-3.8848,-1.8956,7.409
39.259000,4.8097,-3.6786,-0.8669,6.117
39.281000,4.7377,-2.1000,-0.9950,5.277
39.283000,3.3749,-1.8345,0.5080,3.875
39.306000,2.5142,-1.4573,2.4884,3.826
39.312000,1.9825,-1.0059,3.6923,4.310
39.328000,2.0509,-0.7575,3.9344,4.501
39.348000,1.9214,-1.0855,4.3279,4.858
39.361000,2.4728,-1.3812,3.7418,4.693
39.374000,2.4924,-1.4291,2.7895,4.004
39.388000,2.3422,-1.2245,2.3466,3.534
39.394000,2.5530,-1.0879,2.3284,3.623
39.410000,2.5266,-1.5657,2.2169,3.708
39.428000,2.5667,-1.6059,2.7059,4.061
39.439000,2.8115,-1.7969,3.1295,4.575
39.453000,3.1007,-1.8040,3.1224,4.756
39.461000,3.4992,-1.9677,2.3235,4.638
39.481000,4.1524,-2.5891,2.4658,5.480
39.505000,4.5421,-2.8835,2.6151,5.982
39.508000,5.4888,-3.0223,2.7806,6.855
39.522000,6.2385,-3.0214,3.2457,7.654
39.534000,6.9613,-3.4689,3.8519,8.679
39.559000,7.0386,-2.8205,4.2455,8.690
39.571000,6.5174,-2.1375,4.4284,8.164
39.588000,5.6644,-1.7733,4.3761,7.374
39.598000,4.2752,-1.5730,4.0461,6.093
39.615000,2.1382,-1.4625,1.2960,2.897
39.630000,0.7416,-1.6342,0.0832,1.797
39.640000,-0.8149,-1.3450,-0.8426,1.784
39.665000,-3.2101,-1.8629,-1.5916,4.038
39.671000,-4.3026,-2.6538,-1.8202,5.373
39.680000,-5.0687,-2.7434,-2.0363,6.113
39.697000,-7.0001,-2.4723,-3.4964,8.206
39.708000,-7.8924,-2.1955,-4.9513,9.572
39.724000,-7.8457,-2.0224,-5.8236,9.978
39.729000,-7.0392,-1.4317,-5.7649,9.211
39.738000,-6.2117,-0.6653,-5.0097,8.008
39.749000,-5.8257,-0.1647,-3.7226,6.915
39.769000,-5.4005,0.0258,-2.9432,6.150
39.788000,-4.6260,0.3564,-1.9746,5.042
39.799000,-4.0870,0.7125,-0.9340,4.252
39.810000,-3.6086,0.9000,-0.0291,3.719
39.821000,-1.8134,0.4206,-0.0275,1.862
39.840000,-1.0465,0.4235,-0.1172,1.135
39.852000,-0.4348,0.5421,-0.2565,0.741
39.861000,-0.1700,0.6642,-0.3113,0.753
39.882000,-11.4553,-4.6474,-16.3373,20.487
39.899000,1.8269,4.2682,-0.5227,4.672
39.922000,0.9605,2.3742,-0.2387,2.572
39.923000,-1.6570,0.6399,-0.4819,1.840
39.923000,-0.2755,0.6766,1.6100,1.768
39.945000,0.0358,-0.1923,-0.2222,0.296
39.950000,0.4047,0.1874,-0.6918,0.823
39.965000,0.3221,0.5390,-0.8769,1.079
39.977000,0.4766,0.8599,-0.4643,1.087
39.988000,0.4507,0.9204,-0.2416,1.053
40.000000,0.2640,0.9697,0.4714,1.110
40.018000,-0.4308,0.9227,0.9220,1.374
40.032000,-0.3638,1.0668,1.2762,1.703
40.057000,-0.2329,0.7988,0.6345,1.046
40.082000,-0.1270,0.6334,0.1835,0.672
40.083000,-0.0435,0.4853,-0.0747,0.493
40.101000,0.2187,0.3592,-0.7531,0.863
40.111000,0.2817,0.5118,-0.4391,0.731
40.121000,0.4233,0.5243,-0.1728,0.696
40.143000,0.4354,0.6251,0.0295,0.762
40.154000,0.2236,0.6339,0.4663,0.818
40.162000,0.1689,0.5023,0.0876,0.537
40.173000,0.2229,0.1432,-0.7957,0.839
40.196000,0.4620,0.1354,-0.6953,0.846
40.217000,0.3427,0.1521,-0.5898,0.699
40.226000,0.0979,0.1492,-0.2825,0.334
40.239000,-0.0147,0.3291,-0.4834,0.585
40.252000,-0.0851,0.2836,1.0145,1.057
40.271000,-0.0251,0.4897,1.5472,1.623
40.282000,-0.4667,0.2511,1.9828,2.052
40.288000,-0.5157,0.0327,1.6460,1.725
40.304000,-0.1652,0.0878,1.0244,1.041
40.314000,1.1953,0.3865,-1.2845,1.797
40.326000,2.5981,1.3905,-0.7868,3.050
40.343000,2.8410,1.5109,4.2173,5.305
40.372000,0.5562,0.7014,5.6390,5.710
40.382000,0.4316,-0.3174,10.4112,10.425
40.390000,0.5824,0.2296,16.9139,16.925
40.402000,-2.8175,-1.1394,6.8525,7.496
40.415000,-0.2275,-0.4336,-3.7614,3.793
40.426000,0.0007,-0.1769,-2.6670,2.673
40.441000,-0.3288,-0.1151,-0.3613,0.502
40.452000,-0.4474,-0.0034,0.7981,0.915
40.461000,-0.5226,-0.0306,0.8987,1.040
40.470000,-0.5128,-0.0229,0.8013,0.952
40.479000,-0.4612,-0.0880,0.2915,0.553
40.493000,-0.4051,-0.0809,-0.1597,0.443
40.506000,-0.3940,-0.0864,-0.0109,0.404
40.511000,-0.4435,-0.0894,0.3910,0.598
40.521000,-0.3966,-0.0667,0.2943,0.498
40.530000,-0.3729,-0.0975,-0.0983,0.398
40.560000,-0.3842,-0.1048,-0.1580,0.428
40.567000,-0.4137,-0.1081,0.0184,0.428
40.577000,-0.4296,-0.0837,0.3618,0.568
40.587000,-0.4371,-0.0872,0.3620,0.574
40.601000,-1.0262,-0.2152,0.4502,1.141
40.617000,-1.2428,-0.1714,-0.0317,1.255
40.632000,-1.1495,-0.1350,-0.2870,1.192
40.643000,-0.9424,0.0204,0.1838,0.960
40.661000,-0.3883,0.2802,-0.0903,0.487
40.667000,0.4514,0.4238,0.3025,0.689
40.682000,1.1504,0.1170,0.4008,1.224
40.698000,0.5219,-0.0907,0.6248,0.819
40.708000,0.0267,-0.4574,-0.5531,0.718
40.717000,-0.2471,-0.6453,-1.7609,1.892
40.726000,-0.0115,0.1329,-0.1428,0.195
40.736000,-0.5380,0.0192,0.4562,0.706
40.758000,-0.6704,-0.1942,0.0035,0.698
40.766000,-0.6740,-0.3787,-0.2519,0.813
40.779000,-0.1554,-0.2512,0.0221,0.296
40.789000,-0.1850,-0.1755,0.3747,0.453
40.799000,-0.7873,-0.1940,0.3748,0.893
40.811000,-1.1124,-0.1523,0.2575,1.152
40.828000,-0.8117,-0.0400,0.3655,0.891
40.848000,-0.4162,-0.0591,-0.0661,0.426
40.865000,-0.3055,-0.1493,-0.0368,0.342
40.876000,-0.3232,-0.2415,-0.0762,0.411
40.890000,-0.3611,-0.1840,-0.8021,0.899
40.900000,-0.5824,-0.1410,-1.1940,1.336
40.913000,-0.6046,0.0187,-1.5164,1.633
40.926000,-0.4118,0.0668,-1.7594,1.808
40.939000,-0.0070,0.1789,-2.1216,2.129
40.946000,0.1841,0.1676,-2.4847,2.497
40.961000,0.1963,0.2611,-3.0079,3.026
40.977000,0.0722,0.0762,-2.3948,2.397
40.988000,0.4759,0.0289,-1.8073,1.869
40.999000,0.4292,-0.3104,-0.7614,0.928
41.012000,0.1866,-0.7621,-0.8016,1.122
41.026000,0.0770,-0.2331,-1.6921,1.710
41.039000,0.1192,0.3967,-1.9589,2.002
41.052000,0.0514,0.2408,-1.9051,1.921
41.066000,-0.5235,-0.2500,-1.3504,1.470
41.076000,-0.4963,-0.5401,-1.3671,1.551
41.089000,-0.2902,-0.6290,-1.6862,1.823
41.099000,-0.4234,-0.3707,-2.0449,2.121
41.116000,-0.5247,-0.1087,-2.8745,2.924
41.129000,-0.0355,-0.3334,-3.3749,3.392
41.147000,-0.0617,-0.2404,-3.2889,3.298
41.159000,-0.3291,-0.3056,-3.0891,3.122
41.169000,-1.4549,-0.5322,-3.0564,3.427
41.186000,-1.5228,-1.1076,-3.2034,3.716
41.211000,-1.5256,-1.5346,-2.4245,3.250
41.213000,-1.1094,-1.8348,-2.0756,2.984
41.222000,-1.0214,-2.1221,-1.7666,2.944
41.238000,-0.8004,-2.7734,-2.1190,3.581
41.258000,0.1399,-3.3515,-2.4041,4.127
41.268000,1.2973,-3.7502,-2.4608,4.669
41.285000,3.5003,-3.9979,-1.5421,5.533
41.297000,4.2868,-4.3436,-1.5562,6.298
41.308000,5.0127,-5.2426,-1.4216,7.391
41.324000,5.4344,-5.7527,-1.4605,8.047
41.342000,5.8038,-5.7261,-1.0765,8.224
41.351000,5.6914,-5.4151,-1.6366,8.025
41.374000,6.4087,-4.8534,-1.8786,8.256
41.381000,7.4298,-4.4292,-2.3111,8.953
41.395000,7.4336,-4.1226,-2.6424,8.901
41.400000,7.4615,-3.8236,-2.4150,8.725
41.411000,7.2109,-4.0183,-1.2572,8.350
41.427000,6.4017,-3.8012,-0.2282,7.449
41.432000,6.1570,-3.4594,1.0542,7.141
41.454000,5.4100,-2.6744,2.4752,6.523
41.467000,4.4423,-2.4046,1.3706,5.234
41.491000,3.5275,-2.4997,2.1434,4.826
41.496000,2.8232,-2.6064,3.4620,5.172
41.506000,3.0571,-2.3826,5.1926,6.480
41.518000,3.1399,-2.1174,6.4699,7.497
41.531000,2.7462,-1.6416,6.7647,7.483
41.554000,2.0585,-1.0194,6.7057,7.088
41.577000,1.6270,-0.7537,6.4456,6.690
41.605000,0.7346,-0.5799,5.9247,5.998
41.607000,0.1517,-0.4195,5.2819,5.301
41.616000,-0.0030,0.1754,3.4465,3.451
41.628000,0.0304,-0.0047,3.2882,3.288
41.642000,0.1316,-0.0934,3.0348,3.039
41.659000,0.1466,-0.0445,2.6899,2.694
41.670000,-0.2975,0.0136,2.0414,2.063
41.684000,-0.5522,-0.2011,1.6848,1.784
41.700000,-0.5819,-0.3042,1.1223,1.300
41.710000,-0.4214,-0.1221,0.0094,0.439
41.728000,-0.3334,-0.2402,-0.5398,0.678
41.735000,-0.2679,-0.1781,-1.0587,1.106
41.757000,-0.3186,-0.3806,-0.9824,1.101
41.759000,-0.1981,-0.3684,-0.9388,1.028
41.774000,0.0838,-0.4235,-0.7154,0.836
41.795000,0.2252,-0.5095,-0.4780,0.734
41.804000,0.0903,-0.5525,-0.2425,0.610
41.818000,-0.1759,-0.6064,-0.1802,0.657
41.829000,-0.2818,-0.5077,-0.5357,0.790
41.842000,-0.4039,-0.4338,-0.5301,0.795
41.859000,-0.5912,-0.4960,-0.4824,0.910
41.872000,-0.6657,-0.4321,-0.5071,0.942
41.900000,-0.5185,-0.3899,-0.4718,0.802
41.902000,-0.6361,-0.2546,-0.5747,0.894
41.908000,-1.0211,-0.2270,-0.8817,1.368
41.914000,-1.2253,-0.0767,-0.9123,1.530
41.929000,-1.3272,-0.0383,-0.7059,1.504
41.942000,-1.5874,0.0355,-0.5583,1.683
41.950000,-1.6461,0.1196,-0.5052,1.726
41.970000,-1.5606,0.1084,-0.4689,1.633
41.983000,-1.4917,0.0729,-0.4737,1.567
42.010000,-1.4453,-0.0037,-0.3448,1.486
42.031000,-1.3830,0.0746,-0.2811,1.413
42.056000,-1.3727,0.0147,-0.2540,1.396
42.068000,-0.8742,0.6442,-0.0201,1.086
42.086000,-1.0782,0.5851,0.1016,1.231
42.110000,-1.4781,0.2444,0.3291,1.534
42.122000,-1.5685,0.3124,0.4100,1.651
42.132000,-1.5785,0.2212,0.3559,1.633
42.153000,-1.3433,0.1882,0.4637,1.433
42.183000,-1.2239,0.1404,0.4511,1.312
42.198000,-1.2580,0.0074,0.3855,1.316
42.212000,-1.1915,-0.0627,0.2730,1.224
42.229000,-0.9704,-0.0631,0.3611,1.037
42.246000,-1.0031,-0.0148,0.1306,1.012
42.264000,-0.9740,-0.1498,0.0619,0.987
42.272000,-0.8416,-0.0596,-0.2278,0.874
42.284000,-0.7377,-0.0601,-0.3689,0.827
42.290000,-0.6378,-0.0740,-0.3414,0.727
42.300000,-0.6279,-0.1134,-0.1722,0.661
42.326000,-0.5582,-0.1830,-0.0607,0.591
42.327000,-0.4641,-0.2354,0.0310,0.521
42.346000,-0.3629,-0.2638,0.0728,0.455
42.358000,-0.2946,-0.2809,0.1328,0.428
42.370000,-0.2742,-0.2773,0.2007,0.439
42.378000,-0.2232,-0.2815,0.2066,0.414
42.395000,-0.0573,-0.2968,0.1463,0.336
42.406000,-0.0471,-0.2911,0.0248,0.296
42.414000,-0.2150,-0.2472,-0.1337,0.354
42.420000,-0.0885,-0.2586,-0.2389,0.363
42.434000,0.0538,-0.2750,-0.1424,0.314
42.459000,0.2077,-0.2496,0.0187,0.325
42.460000,0.2626,-0.2602,0.1555,0.401
42.471000,0.1296,-0.2721,0.2923,0.420
42.480000,0.0031,-0.2174,0.3524,0.414
42.498000,-0.0792,-0.1639,0.2854,0.339
42.512000,-0.2796,-0.2283,0.1774,0.402
42.527000,-0.1905,-0.2750,0.1714,0.376
42.553000,-0.0131,-0.2315,0.1823,0.295
42.573000,0.0956,-0.1120,0.3445,0.375
42.583000,-0.0434,-0.1247,0.3010,0.329
42.602000,-0.1488,-0.0177,0.1678,0.225
42.616000,-0.6466,-0.0599,-0.2995,0.715
42.628000,-0.6539,0.0031,-0.2366,0.695
42.637000,-0.5027,0.0446,0.5370,0.737
42.652000,-0.1875,0.0154,0.9494,0.968
42.668000,-0.1652,-0.0027,1.0740,1.087
42.678000,-0.2258,0.0019,1.1995,1.221
42.696000,-0.3260,0.0582,1.2057,1.250
42.708000,-0.3017,0.0252,0.9510,0.998
42.714000,-0.3624,0.1988,0.8160,0.915
42.737000,-0.3372,0.1103,0.4933,0.608
42.745000,-0.2581,0.0711,0.4477,0.522
42.754000,-0.2038,0.1056,0.4357,0.492
42.770000,-0.1805,0.1135,0.4101,0.462
42.782000,-0.2206,0.0304,0.2744,0.353
42.788000,-0.2364,0.0004,0.1394,0.274
42.797000,-0.2570,0.0051,0.0003,0.257
42.814000,-0.2088,0.0293,-0.1188,0.242
42.830000,-0.1794,0.0152,0.0084,0.180
42.842000,-0.1910,-0.0173,0.0340,0.195
42.870000,-0.2189,-0.0832,0.1208,0.263
42.871000,-0.2107,-0.1344,0.1842,0.310
42.878000,-0.0935,-0.1021,0.2321,0.270
42.894000,-0.0701,-0.1328,0.2362,0.280
42.906000,-0.0619,-0.1494,0.2253,0.277
42.920000,-0.0054,-0.1455,0.0661,0.160
42.926000,-0.0935,-0.0856,-0.0107,0.127
42.941000,-0.1537,-0.0340,-0.0504,0.165
42.951000,-0.2533,-0.0790,-0.0528,0.271
42.967000,-0.7274,-0.5937,-0.0762,0.942
42.991000,-0.4434,-0.1436,-0.0435,0.468
43.004000,0.5733,0.8283,0.1136,1.014
43.043000,-0.0828,0.0956,-0.1063,0.165
43.043000,-0.0077,-0.1181,0.0955,0.152
43.044000,-0.1768,0.1171,0.3037,0.370
43.051000,-0.2844,0.0425,0.1689,0.333
43.067000,-0.3411,0.0660,0.3216,0.473
43.076000,-0.3544,0.0228,0.3024,0.466
43.088000,-0.3286,0.0406,0.3191,0.460
43.099000,-0.3945,0.0970,0.3372,0.528
43.107000,-0.4135,0.1331,0.3568,0.562
43.118000,-0.4057,0.1110,0.2876,0.510
43.129000,-0.3607,0.0781,0.2789,0.463
43.146000,-0.3340,0.0713,0.2721,0.437
43.164000,-0.2930,0.1101,0.2891,0.426
43.175000,-0.2742,0.1225,0.2533,0.393
43.181000,-0.2865,0.0783,0.2860,0.412
43.197000,-0.2910,0.0157,0.2290,0.371
43.210000,-0.3486,-0.0556,0.2399,0.427
43.219000,-0.2812,-0.0298,0.2622,0.386
43.232000,-0.1646,0.0730,0.2179,0.283
43.244000,-0.1817,-0.0419,0.2349,0.300
43.262000,-0.1556,-0.0495,0.3515,0.388
43.276000,-0.1119,-0.0202,0.4113,0.427
43.282000,-0.1144,-0.0494,0.3133,0.337
43.293000,-0.2070,-0.0591,0.2552,0.334
43.310000,-0.2205,-0.1113,0.2897,0.381
43.322000,-0.1286,-0.0960,0.1889,0.248
43.336000,-0.0952,-0.0887,0.1641,0.209
43.346000,-0.1524,-0.0813,0.1199,0.210
43.358000,-0.1640,-0.0728,0.1434,0.230
43.372000,-0.0856,-0.1230,0.1191,0.191
43.386000,-0.0584,-0.1628,0.0828,0.192
43.402000,0.0008,-0.1363,-0.0155,0.137
43.416000,0.0171,-0.1402,-0.1038,0.175
43.443000,0.1240,0.0523,-0.0653,0.150
43.443000,-0.1903,-0.0688,0.4007,0.449
43.452000,-0.3758,-0.1451,0.5495,0.681
43.473000,-0.3796,-0.1377,0.3004,0.503
43.485000,-0.2694,-0.0514,0.0696,0.283
43.501000,-0.1399,0.0116,-0.1583,0.212
43.512000,-0.1030,-0.0359,-0.3043,0.323
43.526000,-0.1535,-0.1077,-0.3663,0.412
43.534000,-0.2429,-0.0750,-0.3691,0.448
43.570000,-0.2091,-0.0197,-0.3964,0.449
43.580000,-0.0823,-0.0072,-0.2819,0.294
43.596000,-0.0084,-0.0444,-0.2108,0.216
43.608000,0.0722,-0.0218,0.0357,0.083
43.616000,0.1861,-0.0740,0.1799,0.269
43.632000,0.4202,-0.1178,0.3814,0.580
43.641000,0.5312,-0.0939,0.4710,0.716
43.662000,0.5417,-0.0720,0.5286,0.760
43.681000,0.4424,-0.0775,0.5283,0.693
43.695000,0.4250,-0.0365,0.4530,0.622
43.719000,0.4410,-0.0112,0.4348,0.619
43.721000,0.4207,0.0148,0.3881,0.573
43.729000,0.2938,0.0083,0.3728,0.475
43.744000,0.2343,-0.0726,0.3840,0.456
43.758000,0.1969,-0.0853,0.4420,0.491
43.778000,0.1436,-0.0815,0.5040,0.530
43.796000,0.0927,-0.0985,0.4594,0.479
43.808000,-0.0229,-0.1488,0.4588,0.483
43.819000,-0.1546,-0.1726,0.5399,0.588
43.827000,-0.3218,-0.2182,0.5451,0.670
43.838000,-0.3714,-0.1374,0.5322,0.663
43.867000,-0.4114,-0.1046,0.4884,0.647
43.868000,-0.4681,-0.1344,0.4297,0.649
43.878000,-0.4867,-0.1155,0.3815,0.629
43.898000,-0.5430,-0.0501,0.2874,0.616
43.903000,-0.6100,-0.0216,0.2492,0.659
43.924000,-0.5891,-0.0054,0.2144,0.627
43.935000,-0.4614,0.0111,0.1400,0.482
43.951000,-0.3840,0.0377,0.0559,0.390
43.959000,-0.3644,0.0456,0.0096,0.367
43.974000,-0.3852,0.0507,-0.0915,0.399
43.993000,-0.2897,0.0575,-0.1064,0.314
44.016000,-0.1561,0.0564,-0.0944,0.191
44.017000,-0.0316,0.0466,-0.1234,0.136
44.017000,0.1510,0.0565,-0.1424,0.215
44.031000,0.2255,0.0584,-0.1051,0.256
44.050000,0.2558,0.0644,-0.1020,0.283
44.065000,0.2561,0.0909,-0.0508,0.276
44.074000,0.2676,0.1061,-0.0077,0.288
44.082000,0.3007,0.0905,-0.0024,0.314
44.092000,0.4020,0.0660,0.0998,0.419
44.100000,0.3181,0.0428,0.1806,0.368
44.117000,0.2226,-0.0640,0.2457,0.338
44.146000,0.1730,-0.0794,0.3756,0.421
44.148000,0.1392,-0.0804,0.5296,0.553
44.158000,0.1491,-0.1558,0.6220,0.658
